iso3,country_name,region,income_group,start_year,end_year,pm25_mean,pm25_latest,pm25_peak,pm25_trend,gdp_mean,urban_mean,pm25_percent_change
CUB,Cuba,Latin America & Caribbean ,Upper middle income,2004,2020,19.8715300772164,21.2367242811561,21.4005165459257,0.12157947962138,6897.237120189821,76.67870588235294,6.870101087509904
CYP,Cyprus,Europe & Central Asia,High income,2004,2020,17.15348158229062,13.508701890821,19.7058229652141,-0.38036654365835526,25693.187614889706,67.40023529411765,-21.2480461997436
CZE,Czechia,Europe & Central Asia,High income,2004,2020,19.22561590526889,14.1110711384133,22.3146621698858,-0.511207787523829,17352.42807804987,73.51729411764705,-26.602761607517184
DEU,Germany,Europe & Central Asia,High income,2004,2020,14.101736694050489,10.2876894329414,16.7455957407135,-0.4492879336553246,40266.75149147347,76.89141176470588,-27.046649245112004
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2004,2020,41.98390852419909,35.9243304831101,49.9458902567221,0.1835401120256529,2315.4389192816416,77.2390588235294,-14.433096522198053
DMA,Dominica,Latin America & Caribbean ,Upper middle income,2004,2020,19.25643195706495,20.6672998234563,21.0269310891431,0.1696887518672645,8201.669143364039,68.69035294117646,7.326735656621574
DNK,Denmark,Europe & Central Asia,High income,2004,2020,11.737487296703012,9.06983927345931,14.4139688325594,-0.356881783591533,53306.057576443025,87.02699999999999,-22.727590290922212
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,2004,2020,18.482325078971652,19.8267440369685,19.9571847572804,0.13029784927492366,6115.865421286051,75.2039411764706,7.274079166189247
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2004,2020,25.06905053256037,25.5526558310447,27.0945424726476,-0.10390152400867951,4483.305941906063,68.71488235294117,1.9290929979825437
EAP,East Asia & Pacific (excluding high income),Aggregates,Aggregates,2004,2020,40.35660954326383,30.4014002906163,47.4474996906878,-0.6908768222562578,5556.829468631375,49.52067764495185,-24.66810112473686
EAR,Early-demographic dividend,Aggregates,Aggregates,2004,2020,47.260069877330665,37.4158024833556,54.7311554832405,0.07621131824899771,2972.8415563550943,42.67999500111603,-20.82998907857537
EAS,East Asia & Pacific,Aggregates,Aggregates,2004,2020,37.75471607593142,28.8820060378253,44.2717616988735,-0.6011778632944103,8607.338070695268,53.545304770354974,-23.500931698867845
ECA,Europe & Central Asia (excluding high income),Aggregates,Aggregates,2004,2020,24.61460963226349,22.0578086712715,27.7140237712932,0.012517212975566346,5649.876336046919,61.819350816865985,-10.387330935529755
ECS,Europe & Central Asia,Aggregates,Aggregates,2004,2020,17.402108608051307,14.3048173647202,19.2174371757879,-0.29294199893269146,22141.933660987437,71.06470947214225,-17.79836750299389
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,2004,2020,25.540366019760565,16.6570210758922,42.9326149031908,-1.623320837621111,5383.571290114039,62.913,-34.78158823955509
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2004,2020,65.50818751531673,54.8587056496436,76.4681376215846,-0.2885290660334942,3198.367513020022,42.90541176470588,-16.256718846301666
EMU,Euro area,Aggregates,Aggregates,2004,2020,14.478482470069853,11.0040291952193,17.6673344463056,-0.43979905282349074,34151.99531103297,75.4429340247363,-23.997358024454552
ERI,Eritrea,Sub-Saharan Africa ,Low income,2004,2020,39.889695527255775,32.3515206386852,43.4740446424338,-0.2129833228302552,753.5480900256716,36.20152941176471,-18.897549326792678
ESP,Spain,Europe & Central Asia,High income,2004,2020,11.954780960653355,9.58105460690675,14.8304822106943,-0.3343809971812321,26251.81881552469,78.90864705882352,-19.855874913636857
EST,Estonia,Europe & Central Asia,High income,2004,2020,8.251172041932355,6.14573290973003,9.87858866644381,-0.22816111864776084,17038.580393508848,68.50217647058824,-25.516849260959646
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,2004,2020,29.838734010811482,27.3053276470482,32.643963058463,0.08550401127684197,521.7327843220994,18.27723529411765,-8.490327916879293
EUU,European Union,Aggregates,Aggregates,2004,2020,15.680202131911653,11.8363007509251,18.8353262670694,-0.4573580471872751,30287.691407121823,73.33238131298835,-24.514361158416545
FCS,Fragile and conflict affected situations,Aggregates,Aggregates,2004,2020,40.263600596497014,38.1474819052194,47.3622831035329,0.07886243770296782,1750.8804249591924,40.829049960111305,-5.255661838304938
FIN,Finland,Europe & Central Asia,High income,2004,2020,6.360201743557646,4.89518090216668,7.63663920076146,-0.18291790686346984,43931.05137307422,84.35317647058824,-23.03418822956221
FJI,Fiji,East Asia & Pacific,Upper middle income,2004,2020,12.527252222832447,12.4187981716598,12.9123773053208,-0.015995873795885306,4705.9558458612655,53.235,-0.8657449314780769
FRA,France,Europe & Central Asia,High income,2004,2020,12.493052356203496,9.60038144780495,15.1340731426338,-0.37596376562005707,36304.19603123012,78.89847058823528,-23.154236658282908
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2004,2020,12.174718907267422,12.1144203347628,12.7021122268013,-0.0393747103088295,2907.5332054899177,22.449176470588235,-0.49527691738844926
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,2004,2020,27.520625643216054,29.9548734558765,30.7390246342706,0.1321372273708831,6795.350861763051,86.3714705882353,8.84517613886622
GBR,United Kingdom,Europe & Central Asia,High income,2004,2020,11.916541788917817,9.91288560282114,14.8318116539182,-0.3250816805687141,43997.926566399954,81.8114117647059,-16.814074264062445
GEO,Georgia,Europe & Central Asia,Upper middle income,2004,2020,18.449844188362675,17.0438421058507,23.0631259897014,0.21809791755163332,3568.357126952237,56.30929411764706,-7.620671850436642
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,2004,2020,52.396646214465974,54.2427873097724,68.0112284884927,0.5771200561361168,1554.779332548684,52.04011764705882,3.523395539000615
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,2004,2020,45.15321040294545,43.7674450148382,54.2776680884158,0.1963670045378745,747.9526774067056,34.31064705882353,-3.069029590013047
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,2004,2020,56.009302330478036,58.3640402179659,66.4198505891995,0.4617916075777973,650.374461028986,57.042058823529416,4.2041907138816645
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,2004,2020,50.194934251347554,50.2127655060307,56.920191943344,0.24693892751255486,637.666474322817,40.93735294117647,0.03552401243092821
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,2004,2020,31.630299727720594,35.3790521811967,38.4946753401213,0.2847054139548707,9683.537108446852,66.74894117647058,11.851776574190099
GRC,Greece,Europe & Central Asia,High income,2004,2020,18.778679180639863,14.4089280374361,22.9484566697207,-0.5620919000161511,20111.137054555544,76.963,-23.269747042213798
GRD,Grenada,Latin America & Caribbean ,Upper middle income,2004,2020,22.967373497502077,24.6572416056476,25.177742151728,0.2265396244724919,8311.864475706598,36.01064705882353,7.3576898478587935
GRL,Greenland,Europe & Central Asia,High income,2004,2020,6.441954076903752,6.55624754182179,7.4921548326333,0.014763027936192542,43286.01778934826,85.04641176470588,1.7742049004635572
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,2004,2020,26.94849279756154,21.6357355920496,31.9211611002083,-0.5377695743315226,3697.867816963428,49.08858823529411,-19.714487357128448
GUM,Guam,East Asia & Pacific,High income,2004,2020,8.626003530470427,9.57510553293178,10.7767958943295,0.1110280287002852,33524.26015223195,94.26129411764705,11.002800997110091
GUY,Guyana,Latin America & Caribbean ,High income,2004,2020,24.545854042574245,25.460668047299,26.0920734823741,0.12671948078928644,5342.283818033506,26.85735294117647,3.726959359971867
HND,Honduras,Latin America & Caribbean ,Lower middle income,2004,2020,24.23321574866957,20.3136833896573,28.5787777048828,-0.4783159242119144,2190.618838962244,53.18088235294118,-16.174214762345173
HPC,Heavily indebted poor countries (HIPC),Aggregates,Aggregates,2004,2020,38.13722188351065,36.1629038373708,43.5867398626593,0.060429480870549494,857.9708443140279,33.43325907913048,-5.176879564459003
HRV,Croatia,Europe & Central Asia,High income,2004,2020,21.018272165216764,16.1208592960264,24.7706419784151,-0.515997427004129,12516.9178610819,55.645941176470586,-23.300739616908743
HTI,Haiti,Latin America & Caribbean ,Lower middle income,2004,2020,19.88346128720572,21.3502554448061,21.5479155500506,0.17067143292149906,1369.360235742427,49.45194117647059,7.3769558348686886
HUN,Hungary,Europe & Central Asia,High income,2004,2020,18.98507934549849,14.1364995764273,21.9810080314777,-0.4818933292716791,12417.12682008463,69.31676470588235,-25.53889652413187
IBD,IBRD only,Aggregates,Aggregates,2004,2020,42.51900948339003,32.9550477515013,49.2162433541651,-0.23389640970422984,4951.727134590081,51.34524066930432,-22.49337848668576
IBT,IDA & IBRD total,Aggregates,Aggregates,2004,2020,42.79718347114136,34.5330969219711,48.218756298775,-0.1369939131706999,4020.1204519858466,47.04034120584092,-19.309884153341137
IDA,IDA total,Aggregates,Aggregates,2004,2020,43.55393068294045,38.842742871395,51.0361568100881,0.14045455275930885,1250.0038723590742,34.08313341429948,-10.81690616133245
IDB,IDA blend,Aggregates,Aggregates,2004,2020,49.879092045726416,44.3434332455677,62.2537310344529,0.3063222597862742,1779.0536108692536,39.776720454062776,-11.098154703946747
IDN,Indonesia,East Asia & Pacific,Upper middle income,2004,2020,20.46898555514151,17.8814994983985,24.8275783674222,-0.44077827240120226,2941.667929367247,51.12470588235294,-12.641007781126074
IDX,IDA only,Aggregates,Aggregates,2004,2020,40.10909451821783,35.8720333804359,44.8893258291093,0.04839489335449498,962.429797651176,30.984350902346456,-10.56384141471313
IND,India,South Asia,Lower middle income,2004,2020,63.82793000805744,48.3948115195574,79.0373957134889,0.43363776291283374,1387.4178655693643,31.744705882352946,-24.17925583134501
IRL,Ireland,Europe & Central Asia,High income,2004,2020,9.768795098876044,8.17058601306707,12.0241812631519,-0.2749837984920788,57164.879641624226,61.94099999999999,-16.36035017248809
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2004,2020,36.48316224802667,32.2873733599003,39.6124799715142,-0.023291971505817556,5047.7427653511795,71.61964705882353,-11.500617352195992
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2004,2020,42.92396933619801,38.1750699787954,48.6064935140896,-0.36611063401353916,4145.58048483477,69.56294117647059,-11.06351400125021
ISL,Iceland,Europe & Central Asia,High income,2004,2020,6.205743964175792,5.10554827500189,7.19334638476617,-0.1280071601612733,52037.78369157242,93.53699999999999,-17.72866711106768
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,2004,2020,22.553190800469583,18.5982756348314,24.9897069811385,-0.4357711966208072,34568.4065119084,91.98529411764706,-17.535945137997228
ITA,Italy,Europe & Central Asia,High income,2004,2020,19.038773595783947,14.6586386239905,23.9733403667848,-0.5868250373433929,31901.56156974975,68.99835294117646,-23.00639245357384
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,2004,2020,16.13431815856371,17.413637041591,17.413637041591,0.08629111418859381,5143.235625318626,54.26847058823529,7.929178478163694
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2004,2020,30.657224228560615,28.7737639174179,33.5950845427671,-0.06010124805558601,4237.050795798299,86.79094117647058,-6.143610057782282
JPN,Japan,East Asia & Pacific,High income,2004,2020,12.424782735623902,12.835201662985,13.740610303435,0.09671123159672962,34078.389256851486,90.00011764705881,3.303228202005974
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2004,2020,20.900193724095995,20.0278724259165,27.2031824448933,0.3291494557070518,9150.9417069737,56.984058823529416,-4.173747428827852
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,2004,2020,22.040880015417457,24.3917906517518,25.6442241015428,0.20984756837884197,1406.5536756338756,24.483588235294118,10.666137807065311
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2004,2020,27.210460627919627,24.3817252281764,34.3817087122114,0.33442330602245623,1018.2869203622254,35.683176470588236,-10.395764476110223
KHM,Cambodia,East Asia & Pacific,Lower middle income,2004,2020,24.999738322932302,24.1436022803452,30.1032587946087,-0.5261438060028732,1358.1528370947935,21.22464705882353,-3.4245800157106765
KIR,Kiribati,East Asia & Pacific,Lower middle income,2004,2020,11.443067090080305,11.2568272545112,12.0957946316967,-0.060258322025918354,1525.2071001719885,49.14447058823529,-1.6275342449975878
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,2004,2020,7.870414479337872,8.5943079884613,8.69104650276459,0.04207757358392476,18674.616429162532,31.242176470588234,9.197654215338448
KOR,"Korea, Rep.",East Asia & Pacific,High income,2004,2020,25.05279024443489,25.9439899531653,28.3760075385872,0.22356883050218507,26552.421772589925,81.60423529411766,3.557287232420648
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,2004,2020,61.07294695967369,53.7151434413218,66.1412461870028,-0.5171581320600629,33169.848584907195,100.0,-12.047565877589356
LAC,Latin America & Caribbean (excluding high income),Aggregates,Aggregates,2004,2020,19.004074878247398,15.4844658279965,23.7853432305286,-0.48797375679578575,7851.304643238342,78.39752304900985,-18.52028616388763
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2004,2020,23.93441557931514,22.3176670505669,28.9399726698219,-0.5426384683205221,1809.7800447227169,31.31517647058823,-6.754911242309519
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2004,2020,19.90328898917163,19.2310172881236,22.0305714387326,0.019458909085633722,7841.904028625445,87.66358823529411,-3.3776915032172887
LBR,Liberia,Sub-Saharan Africa ,Low income,2004,2020,40.2704503048468,42.3616590279287,51.1180873244019,0.170899798944397,629.5758526554831,48.70735294117646,5.192911197295987
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2004,2020,40.479709186136674,32.9707065002742,50.1076375660992,-0.7050636273906083,10345.620997957185,78.62217647058823,-18.550041086841922
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,2004,2020,22.020665381128318,23.7585855502375,24.0761301376266,0.2040642882823027,10280.21809356731,19.645000000000003,7.892223686385863
LCN,Latin America & Caribbean,Aggregates,Aggregates,2004,2020,19.018746585571346,15.642998283168,23.5164661711553,-0.4593473418001715,8277.370897869972,79.04420424058455,-17.749583481828253
LDC,Least developed countries: UN classification,Aggregates,Aggregates,2004,2020,40.42900041402635,35.8831468849028,45.031760064159,0.02497911590564465,907.0996125354228,30.571733780529826,-11.244041362809504
LKA,Sri Lanka,South Asia,Lower middle income,2004,2020,21.88145228156813,19.9644408635608,26.4928604151958,-0.48956086158158685,3421.593906997874,18.32088235294118,-8.76089664131721
LMY,Low & middle income,Aggregates,Aggregates,2004,2020,44.15918005356195,35.5143257094055,49.8868647658867,-0.14021731602129453,3800.5241454831425,46.43080505560762,-19.576573508998255
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,2004,2020,23.947319011907272,23.4391013240086,26.9481719895266,0.10842359502486879,1008.5827535583007,25.546294117647058,-2.122232086380824
LTE,Late-demographic dividend,Aggregates,Aggregates,2004,2020,37.4183307588184,28.2348171375034,44.0008382045962,-0.5735327717311242,7251.532659865781,56.93367782995694,-24.542820150123124
LTU,Lithuania,Europe & Central Asia,High income,2004,2020,12.44142117022554,9.21893860360944,14.8205310765714,-0.345937372045741,13079.673334433985,67.09423529411765,-25.90124168714789
LUX,Luxembourg,Europe & Central Asia,High income,2004,2020,11.484714573280483,8.67476189540246,13.6552282940809,-0.3646390542705077,106004.19318062694,89.07964705882353,-24.466891710269042
LVA,Latvia,Europe & Central Asia,High income,2004,2020,15.550485544486211,11.6020322023647,18.5452444962024,-0.45690110093870145,12469.417008248425,67.97964705882353,-25.391190074585978
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2004,2020,24.98299699015219,21.3212642117301,28.0161565066814,-0.2868869620105876,2878.8491928998196,59.11600000000001,-14.656899569997448
MCO,Monaco,Europe & Central Asia,High income,2004,2020,12.399985466583644,9.5810695715317,15.2557276942797,-0.36188257572196997,156362.49597660804,100.0,-22.733219346494863
MDA,Moldova,Europe & Central Asia,Upper middle income,2004,2020,19.377776257481628,14.7583463021422,23.6201492137492,-0.5080350792255512,2541.9482597805827,42.65335294117648,-23.83880324532025
MDG,Madagascar,Sub-Saharan Africa ,Low income,2004,2020,13.955171019050935,12.7535199510191,16.138736457425,0.042917429639783795,452.765074521385,33.281058823529406,-8.610794281140643
MDV,Maldives,South Asia,Upper middle income,2004,2020,13.356677664596276,12.0123911668511,16.2049659271931,-0.29610551537953994,9117.071628181695,37.16376470588235,-10.06452750827696
MEA,"Middle East, North Africa, Afghanistan & Pakistan",Aggregates,Aggregates,2004,2020,48.57171026324657,39.7214311766558,53.5618986977738,0.02044091445490587,4920.721304504354,52.167439671591964,-18.221057151630994
MEX,Mexico,Latin America & Caribbean ,Upper middle income,2004,2020,19.885888015484518,14.9923440243315,24.7337157175082,-0.48475450002795295,9756.469038165336,78.39211764705883,-24.608124049288467
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2004,2020,10.93099402684484,10.7256194470999,11.6826421251605,-0.07824074624777844,3759.7012351097933,74.38770588235295,-1.8788280301001972
MIC,Middle income,Aggregates,Aggregates,2004,2020,44.524641260545465,35.4245271811054,50.7337779204918,-0.15033211827977605,4067.878798747562,47.56815304219133,-20.438377091437534
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2004,2020,33.717613471007866,26.118651401474,40.0646898780776,-0.7180882504227697,4791.917324513699,57.49017647058823,-22.53706976049133
MLI,Mali,Sub-Saharan Africa ,Low income,2004,2020,63.55242144805648,56.7830489222988,74.1479908356132,-0.22213039119421826,807.4556129992427,37.59676470588236,-10.651635880295308
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,2004,2020,14.80934225626223,11.7226648774147,17.06318547053,-0.3642335082090378,22941.76028028482,94.18511764705882,-20.842771579151716
MMR,Myanmar,East Asia & Pacific,Lower middle income,2004,2020,34.434866315993176,32.3150340028667,41.0062465475539,-0.7125353157291353,961.0324228448019,29.325058823529414,-6.1560637223729335
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Aggregates,Aggregates,2004,2020,48.31810352916183,39.1850228116455,53.4651262795301,0.027979300504802154,2795.249974779105,49.26965665563813,-18.901985074816032
MNE,Montenegro,Europe & Central Asia,Upper middle income,2004,2020,23.369949355526487,17.9824100566499,26.8096357329836,-0.46911148565023736,6193.328921352797,64.80682352941177,-23.053277595582593
MNG,Mongolia,East Asia & Pacific,Upper middle income,2004,2020,29.137862861883406,29.6547866481682,38.2318589751567,0.7846238710359119,3193.6592538299656,66.73835294117646,1.774062115451191
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2004,2020,8.527394125217416,9.71463085081006,10.0354064990389,0.10011269585064429,19520.012055006446,91.12111764705882,13.922620535172861
